timestamp_ms,GPS_Spd,ARSP_Airspeed
203030.12,0.16500000655651093,0.8588177561759949
203130.12,0.018000001087784767,1.7712528705596924
203230.12,0.018000001087784767,3.2895398139953613
203330.12,0.04,2.375962734222412
203430.12,0.04,1.131173014640808
203530.12,0.04,2.3974742889404297
203630.12,0.04,1.326797366142273
203730.12,0.01,1.1928398609161377
203830.12,0.01,1.8157488107681274
203930.12,0.02,2.3512039184570312
204030.12,0.02,1.2680174112319946
204130.12,0.03,0.9952201843261719
204230.12,0.03,1.6714619398117065
204330.12,0.06,2.336866617202759
204430.12,0.06,0.7537088990211487
204530.12,0.05,2.4406280517578125
204630.12,0.05,1.349526047706604
204730.12,0.02,2.2044389247894287
204830.12,0.02,1.7244157791137695
204930.12,0.027000000700354576,1.7244157791137695
205030.12,0.027000000700354576,3.331242322921753
205130.12,0.052000001072883606,3.7229769229888916
205230.12,0.052000001072883606,0.8429222106933594
205330.12,0.07,1.5346144437789917
205430.12,0.07,1.7303496599197388
205530.12,0.032999999821186066,3.1780104637145996
205630.12,0.032999999821186066,4.886852264404297
205730.12,0.02,3.32
205830.12,0.02,7.127157211303711
205930.12,0.032999999821186066,9.49
206030.12,0.032999999821186066,5.18
206130.12,0.04,5.159307479858398
206230.12,0.04,6.295563220977783
206330.12,0.08,4.048037528991699
206430.12,0.08,6.231902599334717
206530.12,0.012000000104308128,6.4188361167907715
206630.12,0.012000000104308128,6.199498653411865
206730.12,0.01,6.475739479064941
206830.12,0.01,5.762296199798584
206930.12,0.024000000208616257,6.540369510650635
207030.12,0.024000000208616257,8.514031410217285
207130.12,0.023000001907348633,8.66
207230.12,0.023000001907348633,10.087104797363281
207330.12,0.03,8.595283508300781
207430.12,0.03,10.443784713745117
207530.12,0.036000002175569534,10.638936042785645
207630.12,0.036000002175569534,8.76
207730.12,0.027000000700354576,10.10886287689209
207830.12,0.027000000700354576,10.677835464477539
207930.12,0.09,10.414697647094727
208030.12,0.09,5.8559651374816895
208130.12,0.11000000685453415,12.443950653076172
208230.12,0.11000000685453415,7.647339344024658
208330.12,0.28,7.942348957061768
208430.12,0.28,5.091216564178467
208530.12,0.3100000023841858,7.302421569824219
208630.12,0.3100000023841858,6.739954471588135
208730.12,0.25,8.666180610656738
208830.12,0.25,9.749985694885254
208930.12,0.8660000562667847,4.476277828216553
209030.12,0.8660000562667847,3.6937482357025146
209130.12,0.4870000183582306,6.156065464019775
209230.12,0.4870000183582306,6.467198848724365
209330.12,0.7500000596046448,3.86
209430.12,0.7500000596046448,2.788327932357788
209530.12,0.86,5.633986473083496
209630.12,0.86,3.8843517303466797
209730.12,1.1920000314712524,2.4232354164123535
209830.12,1.1920000314712524,2.1264140605926514
209930.12,0.7390000224113464,3.8888802528381348
210030.12,0.7390000224113464,5.149225234985352
210130.12,0.4960000216960907,2.444401264190674
210230.12,0.4960000216960907,2.3960442543029785
210330.12,0.5820000171661377,2.7935538291931152
210430.12,0.5820000171661377,2.1468770503997803
210530.12,0.6160000562667847,3.120577812194824
210630.12,0.6160000562667847,3.0365898609161377
210730.12,0.7100000381469727,2.5864670276641846
210830.12,0.7100000381469727,2.3390040397644043
210930.12,0.8400000333786011,3.720089912414551
211030.12,0.8400000333786011,0.39435234665870667
211130.12,0.9510000348091125,2.4020752906799316
211230.12,0.9510000348091125,0.4275425970554352
211330.12,0.7360000610351562,3.0162808895111084
211430.12,0.7360000610351562,2.0922088623046875
211530.12,0.8560000658035278,0.7215098738670349
211630.12,0.8560000658035278,1.6722970008850098
211730.12,0.8230000138282776,3.31
211830.12,0.8230000138282776,2.9745407104492188
211930.12,0.8400000333786011,0.75
212030.12,0.8400000333786011,2.002220869064331
212130.12,0.45000001788139343,1.3191721439361572
212230.12,0.45000001788139343,2.132331371307373
212330.12,0.7290000319480896,2.5862486362457275
212430.12,0.7290000319480896,0.8399800062179565
212530.12,0.6550000309944153,3.118877649307251
212630.12,0.6550000309944153,3.188291072845459
212730.12,0.9460000395774841,2.642313241958618
212830.12,0.9460000395774841,2.7443881034851074
212930.12,1.3100000619888306,1.6670387983322144
213030.12,1.3100000619888306,2.0599191188812256
213130.12,1.2280000448226929,1.3791261911392212
213230.12,1.2280000448226929,1.0790692567825317
213330.12,1.1420000791549683,2.565223455429077
213430.12,1.1420000791549683,1.5733001232147217
213530.12,0.9280000329017639,0.3686183989048004
213630.12,0.9280000329017639,1.5711394548416138
213730.12,1.055999994277954,1.5505475997924805
213830.12,1.055999994277954,2.6353156566619873
213930.12,1.2590000629425049,0.9329356551170349
214030.12,1.2590000629425049,0.9987632632255554
214130.12,1.6080000400543213,2.677556276321411
214230.12,1.6080000400543213,2.1924731731414795
214330.12,1.6720000505447388,1.9306223392486572
214430.12,1.6720000505447388,1.9645030498504639
214530.12,1.3530000448226929,2.514866590499878
214630.12,1.3530000448226929,1.1083893775939941
214730.12,1.590000033378601,1.9478728771209717
214830.12,1.590000033378601,2.988734483718872
214930.12,1.4980000257492065,1.3927000761032104
215030.12,1.4980000257492065,1.383996844291687
215130.12,1.496000051498413,2.1014509201049805
215230.12,1.496000051498413,2.5940794944763184
215330.12,1.5130001306533813,4.663009166717529
215430.12,1.5130001306533813,1.5249892473220825
215530.12,1.4200000762939453,3.1040244102478027
215630.12,1.4200000762939453,2.395139694213867
215730.12,1.3820000886917114,1.9878859519958496
215830.12,1.3820000886917114,3.874732732772827
215930.12,1.218000054359436,3.4761159420013428
216030.12,1.218000054359436,5.354471206665039
216130.12,1.0120000839233398,11.276947975158691
216230.12,1.0120000839233398,24.251554489135742
216330.12,0.9300000667572021,34.61162185668945
216430.12,0.9300000667572021,28.998987197875977
216530.12,0.8260000348091125,10.612796783447266
216630.12,0.8260000348091125,3.674947738647461
216730.12,0.6630000472068787,3.8414101600646973
216830.12,0.6630000472068787,3.3034706115722656
216930.12,0.6470000147819519,3.105839729309082
217030.12,0.6470000147819519,3.4970924854278564
217130.12,0.5750000476837158,4.2713212966918945
217230.12,0.5750000476837158,4.500738143920898
217330.12,0.7510000467300415,3.7630743980407715
217430.12,0.7510000467300415,3.399188280105591
217530.12,0.63,1.2598655223846436
217630.12,0.63,3.9837021827697754
217730.12,0.6780000329017639,1.1138465404510498
217830.12,0.6780000329017639,3.572568893432617
217930.12,0.6770000457763672,2.2837326526641846
218030.12,0.6770000457763672,3.0190253257751465
218130.12,0.6010000109672546,4.176766872406006
218230.12,0.6010000109672546,4.7085957527160645
218330.12,0.6180000305175781,2.953256130218506
218430.12,0.6180000305175781,2.3353209495544434
218530.12,0.5540000200271606,3.3088836669921875
218630.12,0.5540000200271606,3.3095269203186035
218730.12,0.5470000505447388,2.824383497238159
218830.12,0.5470000505447388,3.7449851036071777
